"","survived","pclass","sex","age"
"1066",0,3,"male",21
"1067",0,3,"male",28.5
"1068",1,3,"female",22
"1069",0,3,"male",61
"1070",0,3,"male",29.8811345124283
"1071",0,3,"male",29.8811345124283
"1072",1,3,"female",29.8811345124283
"1073",0,3,"male",29.8811345124283
"1074",0,3,"male",29.8811345124283
"1075",0,3,"male",29.8811345124283
"1076",0,3,"male",23
"1077",0,3,"female",29.8811345124283
"1078",1,3,"female",29.8811345124283
"1079",1,3,"female",29.8811345124283
"1080",1,3,"female",22
"1081",1,3,"male",29.8811345124283
"1082",1,3,"female",29.8811345124283
"1083",1,3,"male",9
"1084",0,3,"male",28
"1085",0,3,"male",42
"1086",0,3,"male",29.8811345124283
"1087",0,3,"female",31
"1088",0,3,"male",28
"1089",1,3,"male",32
"1090",0,3,"male",20
"1091",0,3,"female",23
"1092",0,3,"female",20
"1093",0,3,"male",20
"1094",0,3,"male",16
"1095",1,3,"female",31
"1096",0,3,"female",29.8811345124283
"1097",0,3,"male",2
"1098",0,3,"male",6
"1099",0,3,"female",3
"1100",0,3,"female",8
"1101",0,3,"female",29
"1102",0,3,"male",1
"1103",0,3,"male",7
"1104",0,3,"male",2
"1105",0,3,"male",16
"1106",0,3,"male",14
"1107",0,3,"female",41
"1108",0,3,"male",21
"1109",0,3,"male",19
"1110",0,3,"male",29.8811345124283
"1111",0,3,"male",32
"1112",0,3,"male",0.75
"1113",0,3,"female",3
"1114",0,3,"female",26
"1115",0,3,"male",29.8811345124283
"1116",0,3,"male",29.8811345124283
"1117",0,3,"male",29.8811345124283
"1118",0,3,"male",21
"1119",0,3,"male",25
"1120",0,3,"male",22
"1121",1,3,"male",25
"1122",1,3,"male",29.8811345124283
"1123",1,3,"female",29.8811345124283
"1124",1,3,"female",29.8811345124283
"1125",0,3,"female",29.8811345124283
"1126",0,3,"male",24
"1127",0,3,"female",28
"1128",0,3,"male",19
"1129",0,3,"male",29.8811345124283
"1130",0,3,"male",25
"1131",0,3,"female",18
"1132",1,3,"male",32
"1133",0,3,"male",29.8811345124283
"1134",0,3,"male",17
"1135",0,3,"male",24
"1136",0,3,"male",29.8811345124283
"1137",0,3,"female",29.8811345124283
"1138",0,3,"male",29.8811345124283
"1139",0,3,"male",29.8811345124283
"1140",0,3,"male",38
"1141",0,3,"male",21
"1142",0,3,"male",10
"1143",0,3,"male",4
"1144",0,3,"male",7
"1145",0,3,"male",2
"1146",0,3,"male",8
"1147",0,3,"female",39
"1148",0,3,"female",22
"1149",0,3,"male",35
"1150",1,3,"female",29.8811345124283
"1151",0,3,"male",29.8811345124283
"1152",0,3,"female",29.8811345124283
"1153",0,3,"male",50
"1154",0,3,"female",47
"1155",0,3,"male",29.8811345124283
"1156",0,3,"male",29.8811345124283
"1157",0,3,"female",2
"1158",0,3,"male",18
"1159",0,3,"female",41
"1160",1,3,"female",29.8811345124283
"1161",0,3,"male",50
"1162",0,3,"male",16
"1163",1,3,"male",29.8811345124283
"1164",0,3,"male",29.8811345124283
"1165",0,3,"male",29.8811345124283
"1166",0,3,"male",25
"1167",0,3,"male",29.8811345124283
"1168",0,3,"male",29.8811345124283
"1169",0,3,"male",29.8811345124283
"1170",0,3,"male",38.5
"1171",0,3,"male",29.8811345124283
"1172",0,3,"male",14.5
"1173",0,3,"female",29.8811345124283
"1174",0,3,"female",29.8811345124283
"1175",0,3,"female",29.8811345124283
"1176",0,3,"female",29.8811345124283
"1177",0,3,"male",29.8811345124283
"1178",0,3,"male",29.8811345124283
"1179",0,3,"male",29.8811345124283
"1180",0,3,"male",29.8811345124283
"1181",0,3,"female",29.8811345124283
"1182",0,3,"male",24
"1183",1,3,"female",21
"1184",0,3,"male",39
"1185",0,3,"male",29.8811345124283
"1186",0,3,"male",29.8811345124283
"1187",0,3,"male",29.8811345124283
"1188",1,3,"female",1
"1189",1,3,"female",24
"1190",1,3,"female",4
"1191",1,3,"male",25
"1192",0,3,"male",20
"1193",0,3,"male",24.5
"1194",0,3,"male",29.8811345124283
"1195",0,3,"male",29.8811345124283
"1196",0,3,"male",29.8811345124283
"1197",1,3,"male",29
"1198",0,3,"male",29.8811345124283
"1199",1,3,"female",29.8811345124283
"1200",0,3,"male",29.8811345124283
"1201",0,3,"male",29.8811345124283
"1202",0,3,"male",22
"1203",0,3,"male",29.8811345124283
"1204",0,3,"male",40
"1205",0,3,"male",21
"1206",1,3,"female",18
"1207",0,3,"male",4
"1208",0,3,"male",10
"1209",0,3,"female",9
"1210",0,3,"female",2
"1211",0,3,"male",40
"1212",0,3,"female",45
"1213",0,3,"male",29.8811345124283
"1214",0,3,"male",29.8811345124283
"1215",0,3,"male",29.8811345124283
"1216",0,3,"male",29.8811345124283
"1217",1,3,"female",29.8811345124283
"1218",0,3,"male",19
"1219",0,3,"male",30
"1220",0,3,"male",29.8811345124283
"1221",0,3,"male",32
"1222",0,3,"male",29.8811345124283
"1223",0,3,"male",33
"1224",1,3,"female",23
"1225",0,3,"male",21
"1226",0,3,"male",60.5
"1227",0,3,"male",19
"1228",0,3,"female",22
"1229",1,3,"male",31
"1230",0,3,"male",27
"1231",0,3,"female",2
"1232",0,3,"female",29
"1233",1,3,"male",16
"1234",1,3,"male",44
"1235",0,3,"male",25
"1236",0,3,"male",74
"1237",1,3,"male",14
"1238",0,3,"male",24
"1239",1,3,"male",25
"1240",0,3,"male",34
"1241",1,3,"male",0.4167
"1242",0,3,"male",29.8811345124283
"1243",0,3,"male",29.8811345124283
"1244",0,3,"male",29.8811345124283
"1245",1,3,"female",16
"1246",0,3,"male",29.8811345124283
"1247",0,3,"male",29.8811345124283
"1248",1,3,"female",29.8811345124283
"1249",0,3,"male",32
"1250",0,3,"male",29.8811345124283
"1251",0,3,"male",29.8811345124283
"1252",0,3,"male",30.5
"1253",0,3,"male",44
"1254",0,3,"male",29.8811345124283
"1255",1,3,"male",25
"1256",0,3,"male",29.8811345124283
"1257",1,3,"male",7
"1258",1,3,"female",9
"1259",1,3,"female",29
"1260",0,3,"male",36
"1261",1,3,"female",18
"1262",1,3,"female",63
"1263",0,3,"male",29.8811345124283
"1264",0,3,"male",11.5
"1265",0,3,"male",40.5
"1266",0,3,"female",10
"1267",0,3,"male",36
"1268",0,3,"female",30
"1269",0,3,"male",29.8811345124283
"1270",0,3,"male",33
"1271",0,3,"male",28
"1272",0,3,"male",28
"1273",0,3,"male",47
"1274",0,3,"female",18
"1275",0,3,"male",31
"1276",0,3,"male",16
"1277",0,3,"female",31
"1278",1,3,"male",22
"1279",0,3,"male",20
"1280",0,3,"female",14
"1281",0,3,"male",22
"1282",0,3,"male",22
"1283",0,3,"male",29.8811345124283
"1284",0,3,"male",29.8811345124283
"1285",0,3,"male",29.8811345124283
"1286",0,3,"male",32.5
"1287",1,3,"female",38
"1288",0,3,"male",51
"1289",0,3,"male",18
"1290",0,3,"male",21
"1291",1,3,"female",47
"1292",0,3,"male",29.8811345124283
"1293",0,3,"male",29.8811345124283
"1294",0,3,"male",29.8811345124283
"1295",0,3,"male",28.5
"1296",0,3,"male",21
"1297",0,3,"male",27
"1298",0,3,"male",29.8811345124283
"1299",0,3,"male",36
"1300",0,3,"male",27
"1301",1,3,"female",15
"1302",0,3,"male",45.5
"1303",0,3,"male",29.8811345124283
"1304",0,3,"male",29.8811345124283
"1305",0,3,"female",14.5
"1306",0,3,"female",29.8811345124283
"1307",0,3,"male",26.5
"1308",0,3,"male",27
"1309",0,3,"male",29
